var_name,label,var_lower,label_lower
R06_AM1921,R06_AM1921: Statement that best describes the effect the coronavirus has had on,r06_am1921,r06_am1921: statement that best describes the effect the coronavirus has had on
R06_AM1932,"R06_AM1932: In your opinion, severity of illness if a person who smokes cigarett",r06_am1932,"r06_am1932: in your opinion, severity of illness if a person who smokes cigarett"
R06_AM1933,"R06_AM1933: In your opinion, severity of illness if a person who uses electronic",r06_am1933,"r06_am1933: in your opinion, severity of illness if a person who uses electronic"
R06R_A_AM1935,R06R_A_AM1935: DERIVED - Main reason you are not currently working for pay (10 l,r06r_a_am1935,r06r_a_am1935: derived - main reason you are not currently working for pay (10 l
R06_AM1934,R06_AM1934: Rating of your experience of stress related to the coronavirus pande,r06_am1934,r06_am1934: rating of your experience of stress related to the coronavirus pande
R06_AM1923_12M,"R06_AM1923_12M: In past 12 months, a doctor or other medical professional told y",r06_am1923_12m,"r06_am1923_12m: in past 12 months, a doctor or other medical professional told y"
R06_AM1923,R06_AM1923: Doctor or other medical professional ever said you had the COVID-19,r06_am1923,r06_am1923: doctor or other medical professional ever said you had the covid-19
R06_AM1938_12M,"R06_AM1938_12M: In past 12 months, been tested for COVID-19, including for the a",r06_am1938_12m,"r06_am1938_12m: in past 12 months, been tested for covid-19, including for the a"
R06_AM1940_12M,"R06_AM1940_12M: In past 12 months, received a positive test result for having CO",r06_am1940_12m,"r06_am1940_12m: in past 12 months, received a positive test result for having co"
R06_AM1938,R06_AM1938: Ever been tested for COVID-19,r06_am1938,r06_am1938: ever been tested for covid-19
R06_AM1940,R06_AM1940: Ever received a positive test result for having COVID-19,r06_am1940,r06_am1940: ever received a positive test result for having covid-19
R06_AM1943_12M,"R06_AM1943_12M: In past 12 months, any members living in your household told by",r06_am1943_12m,"r06_am1943_12m: in past 12 months, any members living in your household told by"
R06_AM1943,R06_AM1943: Any members living in your household ever been told by a doctor or o,r06_am1943,r06_am1943: any members living in your household ever been told by a doctor or o
R06_AM1922_12M_01,"R06_AM1922_12M_01: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_01,"r06_am1922_12m_01: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_02,"R06_AM1922_12M_02: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_02,"r06_am1922_12m_02: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_03,"R06_AM1922_12M_03: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_03,"r06_am1922_12m_03: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_04,"R06_AM1922_12M_04: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_04,"r06_am1922_12m_04: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_05,"R06_AM1922_12M_05: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_05,"r06_am1922_12m_05: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_06,"R06_AM1922_12M_06: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_06,"r06_am1922_12m_06: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_07,"R06_AM1922_12M_07: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_07,"r06_am1922_12m_07: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_08,"R06_AM1922_12M_08: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_08,"r06_am1922_12m_08: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_09,"R06_AM1922_12M_09: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_09,"r06_am1922_12m_09: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_10,"R06_AM1922_12M_10: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_10,"r06_am1922_12m_10: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_11,"R06_AM1922_12M_11: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_11,"r06_am1922_12m_11: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_12,"R06_AM1922_12M_12: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_12,"r06_am1922_12m_12: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_13,"R06_AM1922_12M_13: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_13,"r06_am1922_12m_13: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_14,"R06_AM1922_12M_14: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_14,"r06_am1922_12m_14: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_15,"R06_AM1922_12M_15: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_15,"r06_am1922_12m_15: in past 12 months, experienced any of the following coronavir"
R06_AM1922_12M_16,"R06_AM1922_12M_16: In past 12 months, experienced any of the following coronavir",r06_am1922_12m_16,"r06_am1922_12m_16: in past 12 months, experienced any of the following coronavir"
R06_AM1922_01,R06_AM1922_01: Experienced any of the following symptoms since the coronavirus b,r06_am1922_01,r06_am1922_01: experienced any of the following symptoms since the coronavirus b
R06_AM1922_02,R06_AM1922_02: Experienced any of the following symptoms since the coronavirus b,r06_am1922_02,r06_am1922_02: experienced any of the following symptoms since the coronavirus b
R06_AM1922_03,R06_AM1922_03: Experienced any of the following symptoms since the coronavirus b,r06_am1922_03,r06_am1922_03: experienced any of the following symptoms since the coronavirus b
R06_AM1922_04,R06_AM1922_04: Experienced any of the following symptoms since the coronavirus b,r06_am1922_04,r06_am1922_04: experienced any of the following symptoms since the coronavirus b
R06_AM1922_05,R06_AM1922_05: Experienced any of the following symptoms since the coronavirus b,r06_am1922_05,r06_am1922_05: experienced any of the following symptoms since the coronavirus b
R06_AM1922_06,R06_AM1922_06: Experienced any of the following symptoms since the coronavirus b,r06_am1922_06,r06_am1922_06: experienced any of the following symptoms since the coronavirus b
R06_AM1922_07,R06_AM1922_07: Experienced any of the following symptoms since the coronavirus b,r06_am1922_07,r06_am1922_07: experienced any of the following symptoms since the coronavirus b
R06_AM1922_08,R06_AM1922_08: Experienced any of the following symptoms since the coronavirus b,r06_am1922_08,r06_am1922_08: experienced any of the following symptoms since the coronavirus b
R06_AM1922_09,R06_AM1922_09: Experienced any of the following symptoms since the coronavirus b,r06_am1922_09,r06_am1922_09: experienced any of the following symptoms since the coronavirus b
R06_AM1922_10,R06_AM1922_10: Experienced any of the following symptoms since the coronavirus b,r06_am1922_10,r06_am1922_10: experienced any of the following symptoms since the coronavirus b
R06_AM1922_11,R06_AM1922_11: Experienced any of the following symptoms since the coronavirus b,r06_am1922_11,r06_am1922_11: experienced any of the following symptoms since the coronavirus b
R06_AM1922_12,R06_AM1922_12: Experienced any of the following symptoms since the coronavirus b,r06_am1922_12,r06_am1922_12: experienced any of the following symptoms since the coronavirus b
R06_AM1922_13,R06_AM1922_13: Experienced any of the following symptoms since the coronavirus b,r06_am1922_13,r06_am1922_13: experienced any of the following symptoms since the coronavirus b
R06_AM1922_14,R06_AM1922_14: Experienced any of the following symptoms since the coronavirus b,r06_am1922_14,r06_am1922_14: experienced any of the following symptoms since the coronavirus b
R06_AM1922_15,R06_AM1922_15: Experienced any of the following symptoms since the coronavirus b,r06_am1922_15,r06_am1922_15: experienced any of the following symptoms since the coronavirus b
R06_AM1922_16,R06_AM1922_16: Experienced any of the following symptoms since the coronavirus b,r06_am1922_16,r06_am1922_16: experienced any of the following symptoms since the coronavirus b
R06_AM1936_12M,"R06_AM1936_12M: In past 12 months, was hospitalized because of coronavirus sympt",r06_am1936_12m,"r06_am1936_12m: in past 12 months, was hospitalized because of coronavirus sympt"
R06_AM1937_12M,"R06_AM1937_12M: In past 12 months, total number of days hospitalized because of",r06_am1937_12m,"r06_am1937_12m: in past 12 months, total number of days hospitalized because of"
R06_AM1945_12M,"R06_AM1945_12M: In past 12 months, received oxygen therapy because of coronaviru",r06_am1945_12m,"r06_am1945_12m: in past 12 months, received oxygen therapy because of coronaviru"
R06_AM1942_12M,"R06_AM1942_12M: In past 12 months, was intubated because of coronavirus symptoms",r06_am1942_12m,"r06_am1942_12m: in past 12 months, was intubated because of coronavirus symptoms"
R06_AM1936,R06_AM1936: Ever been hospitalized because of coronavirus symptoms,r06_am1936,r06_am1936: ever been hospitalized because of coronavirus symptoms
R06_AM1937,R06_AM1937: Total number of days hospitalized because of coronavirus symptoms,r06_am1937,r06_am1937: total number of days hospitalized because of coronavirus symptoms
R06_AM1945,R06_AM1945: Ever received oxygen therapy because of coronavirus symptoms,r06_am1945,r06_am1945: ever received oxygen therapy because of coronavirus symptoms
R06_AM1942,R06_AM1942: Ever been intubated because of these coronavirus symptoms,r06_am1942,r06_am1942: ever been intubated because of these coronavirus symptoms
R06R_AV9035_01,R06R_AV9035_01: DERIVED - Respondent reported using e-cigarettes in other-specif,r06r_av9035_01,r06r_av9035_01: derived - respondent reported using e-cigarettes in other-specif
R06R_AV9035_02,R06R_AV9035_02: DERIVED - Respondent reported using e-cigars in other-specify te,r06r_av9035_02,r06r_av9035_02: derived - respondent reported using e-cigars in other-specify te
R06R_AV9035_03,R06R_AV9035_03: DERIVED - Respondent reported using e-pipes in other-specify tex,r06r_av9035_03,r06r_av9035_03: derived - respondent reported using e-pipes in other-specify tex
R06R_AV9035_04,R06R_AV9035_04: DERIVED - Respondent reported using e-hookah in other-specify te,r06r_av9035_04,r06r_av9035_04: derived - respondent reported using e-hookah in other-specify te
R06R_A_AGECAT6,R06R_A_AGECAT6: DERIVED - Age range at the time of interview (6 levels),r06r_a_agecat6,r06r_a_agecat6: derived - age range at the time of interview (6 levels)
R06R_A_AGE_CHECK,R06R_A_AGE_CHECK: DERIVED - Adult respondent's age (in years) at Wave 6 is withi,r06r_a_age_check,r06r_a_age_check: derived - adult respondent's age (in years) at wave 6 is withi
R06R_A_SEX,R06R_A_SEX: DERIVED - Wave 6 Adult Gender,r06r_a_sex,r06r_a_sex: derived - wave 6 adult gender
R06R_A_HISP,R06R_A_HISP: DERIVED - Wave 6 Adult Hispanic Origin (2 levels),r06r_a_hisp,r06r_a_hisp: derived - wave 6 adult hispanic origin (2 levels)
R06R_A_RACECAT3,R06R_A_RACECAT3: DERIVED - Recoded race (3 levels),r06r_a_racecat3,r06r_a_racecat3: derived - recoded race (3 levels)
R06R_A_BMI,R06R_A_BMI: DERIVED - Body Mass Index,r06r_a_bmi,r06r_a_bmi: derived - body mass index
R06R_A_EVR_CIGS,R06R_A_EVR_CIGS: DERIVED - Wave 6 Adult Ever Cigarette Smoker,r06r_a_evr_cigs,r06r_a_evr_cigs: derived - wave 6 adult ever cigarette smoker
R06R_A_EVR_THRSH_CIGS,R06R_A_EVR_THRSH_CIGS: DERIVED - Wave 6 Adult Cigarette Lifetime Threshold of Us,r06r_a_evr_thrsh_cigs,r06r_a_evr_thrsh_cigs: derived - wave 6 adult cigarette lifetime threshold of us
R06R_A_CUR_ESTD_CIGS,R06R_A_CUR_ESTD_CIGS: DERIVED - Wave 6 Adult Current Established Cigarette Smoke,r06r_a_cur_estd_cigs,r06r_a_cur_estd_cigs: derived - wave 6 adult current established cigarette smoke
R06R_A_CUR_EDSD_CIGS,R06R_A_CUR_EDSD_CIGS: DERIVED - Wave 6 Adult Current Every Day/Some Day (Without,r06r_a_cur_edsd_cigs,r06r_a_cur_edsd_cigs: derived - wave 6 adult current every day/some day (without
R06R_A_EDY_CIGS,R06R_A_EDY_CIGS: DERIVED - Wave 6 Adult Current Every Day Cigarette Smoker,r06r_a_edy_cigs,r06r_a_edy_cigs: derived - wave 6 adult current every day cigarette smoker
R06R_A_SDY_CIGS,R06R_A_SDY_CIGS: DERIVED - Wave 6 Adult Current Some Day Cigarette Smoker,r06r_a_sdy_cigs,r06r_a_sdy_cigs: derived - wave 6 adult current some day cigarette smoker
R06R_A_P30D_CIGS,R06R_A_P30D_CIGS: DERIVED - Wave 6 Adult Past 30 Day Cigarette Smoker,r06r_a_p30d_cigs,r06r_a_p30d_cigs: derived - wave 6 adult past 30 day cigarette smoker
R06R_A_P12M_CIGS,R06R_A_P12M_CIGS: DERIVED - Wave 6 Adult Past 12 Month Cigarette Smokers,r06r_a_p12m_cigs,r06r_a_p12m_cigs: derived - wave 6 adult past 12 month cigarette smokers
R06R_A_NEW_CIGS,R06R_A_NEW_CIGS: DERIVED - Wave 6 Adult Never to Ever Cigarette Smoker,r06r_a_new_cigs,r06r_a_new_cigs: derived - wave 6 adult never to ever cigarette smoker
R06R_A_CUR_EXPR_CIGS,R06R_A_CUR_EXPR_CIGS: DERIVED - Wave 6 Adult Current Experimental Cigarette Smok,r06r_a_cur_expr_cigs,r06r_a_cur_expr_cigs: derived - wave 6 adult current experimental cigarette smok
R06R_A_FMR_ESTD_CIGS,R06R_A_FMR_ESTD_CIGS: DERIVED - Wave 6 Adult Former Established Cigarette Smoker,r06r_a_fmr_estd_cigs,r06r_a_fmr_estd_cigs: derived - wave 6 adult former established cigarette smoker
R06R_A_FMR_EXPR_CIGS,R06R_A_FMR_EXPR_CIGS: DERIVED - Wave 6 Adult Former Experimental Cigarette Smoke,r06r_a_fmr_expr_cigs,r06r_a_fmr_expr_cigs: derived - wave 6 adult former experimental cigarette smoke
R06R_A_PERDAY_P30D_CIGS,R06R_A_PERDAY_P30D_CIGS: DERIVED - Wave 6 Adult Average Number of Cigarettes Smo,r06r_a_perday_p30d_cigs,r06r_a_perday_p30d_cigs: derived - wave 6 adult average number of cigarettes smo
R06R_A_DAYSBRAND_CIGSMFG,R06R_A_DAYSBRAND_CIGSMFG: DERIVED - Wave 6 Adult Number of Days Smoking Regular,r06r_a_daysbrand_cigsmfg,r06r_a_daysbrand_cigsmfg: derived - wave 6 adult number of days smoking regular
R06R_A_PERDAY_EDY_CIGS,R06R_A_PERDAY_EDY_CIGS: DERIVED - Wave 6 Adult Average Number of Cigarettes Smok,r06r_a_perday_edy_cigs,r06r_a_perday_edy_cigs: derived - wave 6 adult average number of cigarettes smok
R06R_A_DAYSBRAND_CIGSRYO,R06R_A_DAYSBRAND_CIGSRYO: DERIVED - Wave 6 Adult Number of Days Smoking Regular,r06r_a_daysbrand_cigsryo,r06r_a_daysbrand_cigsryo: derived - wave 6 adult number of days smoking regular
R06R_A_MNTHSMK_CIGS,R06R_A_MNTHSMK_CIGS: DERIVED - Wave 6 Adult Number of Months Smoked Cigarettes F,r06r_a_mnthsmk_cigs,r06r_a_mnthsmk_cigs: derived - wave 6 adult number of months smoked cigarettes f
R06R_A_PERDAY_FMR_CIGS,R06R_A_PERDAY_FMR_CIGS: DERIVED - Wave 6 Adult Average Number of Cigarettes Smok,r06r_a_perday_fmr_cigs,r06r_a_perday_fmr_cigs: derived - wave 6 adult average number of cigarettes smok
R06R_A_PERDAY_PAST_CIGS,R06R_A_PERDAY_PAST_CIGS: DERIVED - Wave 6 Adult Average Number of Cigarettes Smo,r06r_a_perday_past_cigs,r06r_a_perday_past_cigs: derived - wave 6 adult average number of cigarettes smo
R06R_A_DAYSLASTUSED_CIGS,R06R_A_DAYSLASTUSED_CIGS: DERIVED - Wave 6 Adult Number of Days Since Last Smoke,r06r_a_dayslastused_cigs,r06r_a_dayslastused_cigs: derived - wave 6 adult number of days since last smoke
R06R_A_DAYSQUIT_CIGS,R06R_A_DAYSQUIT_CIGS: DERIVED - Wave 6 Adult Number of Days Since Last Smoked a,r06r_a_daysquit_cigs,r06r_a_daysquit_cigs: derived - wave 6 adult number of days since last smoked a
R06R_A_NUMDAYS_CIGS,R06R_A_NUMDAYS_CIGS: DERIVED - Wave 6 Adult Past 30 Day Cigarette Smoking Freque,r06r_a_numdays_cigs,r06r_a_numdays_cigs: derived - wave 6 adult past 30 day cigarette smoking freque
R06R_A_MINFIRST_CIGS,R06R_A_MINFIRST_CIGS: DERIVED - Wave 6 Adult Number of Minutes From Waking Up to,r06r_a_minfirst_cigs,r06r_a_minfirst_cigs: derived - wave 6 adult number of minutes from waking up to
R06R_A_EVR_EPRODS,R06R_A_EVR_EPRODS: DERIVED - Wave 6 Adult Ever Electronic Nicotine Product User,r06r_a_evr_eprods,r06r_a_evr_eprods: derived - wave 6 adult ever electronic nicotine product user
R06R_A_EVR_THRSH_EPRODS,R06R_A_EVR_THRSH_EPRODS: DERIVED - Wave 6 Adult Electronic Nicotine Product Life,r06r_a_evr_thrsh_eprods,r06r_a_evr_thrsh_eprods: derived - wave 6 adult electronic nicotine product life
R06R_A_CUR_ESTD_EPRODS,R06R_A_CUR_ESTD_EPRODS: DERIVED - Wave 6 Adult Current Established Electronic Ni,r06r_a_cur_estd_eprods,r06r_a_cur_estd_eprods: derived - wave 6 adult current established electronic ni
R06R_A_CUR_EDSD_EPRODS,R06R_A_CUR_EDSD_EPRODS: DERIVED - Wave 6 Adult Current Every Day/Some Day (Witho,r06r_a_cur_edsd_eprods,r06r_a_cur_edsd_eprods: derived - wave 6 adult current every day/some day (witho
R06R_A_EDY_EPRODS,R06R_A_EDY_EPRODS: DERIVED - Wave 6 Adult Current Every Day Electronic Nicotine,r06r_a_edy_eprods,r06r_a_edy_eprods: derived - wave 6 adult current every day electronic nicotine
R06R_A_SDY_EPRODS,R06R_A_SDY_EPRODS: DERIVED - Wave 6 Adult Current Some Day Electronic Nicotine P,r06r_a_sdy_eprods,r06r_a_sdy_eprods: derived - wave 6 adult current some day electronic nicotine p
R06R_A_P30D_EPRODS,R06R_A_P30D_EPRODS: DERIVED - Wave 6 Adult Past 30 Day Electronic Nicotine Produ,r06r_a_p30d_eprods,r06r_a_p30d_eprods: derived - wave 6 adult past 30 day electronic nicotine produ
R06R_A_P12M_EPRODS,R06R_A_P12M_EPRODS: DERIVED - Wave 6 Adult Past 12 Month E-Product Users,r06r_a_p12m_eprods,r06r_a_p12m_eprods: derived - wave 6 adult past 12 month e-product users
R06R_A_NEW_EPRODS,R06R_A_NEW_EPRODS: DERIVED - Wave 6 Adult Never to Ever Electronic Nicotine Prod,r06r_a_new_eprods,r06r_a_new_eprods: derived - wave 6 adult never to ever electronic nicotine prod
R06R_A_CUR_EXPR_EPRODS,R06R_A_CUR_EXPR_EPRODS: DERIVED - Wave 6 Adult Current Experimental Electronic N,r06r_a_cur_expr_eprods,r06r_a_cur_expr_eprods: derived - wave 6 adult current experimental electronic n
R06R_A_FMR_ESTD_EPRODS,R06R_A_FMR_ESTD_EPRODS: DERIVED - Wave 6 Adult Former Established Electronic Nic,r06r_a_fmr_estd_eprods,r06r_a_fmr_estd_eprods: derived - wave 6 adult former established electronic nic
R06R_A_FMR_EXPR_EPRODS,R06R_A_FMR_EXPR_EPRODS: DERIVED - Wave 6 Adult Former Experimental Electronic Ni,r06r_a_fmr_expr_eprods,r06r_a_fmr_expr_eprods: derived - wave 6 adult former experimental electronic ni
R06R_A_DAYSBRAND_EPRODS,R06R_A_DAYSBRAND_EPRODS: DERIVED - Wave 6 Adult Number of Days Using Regular Bra,r06r_a_daysbrand_eprods,r06r_a_daysbrand_eprods: derived - wave 6 adult number of days using regular bra
R06R_A_MINFIRST_EPRODS,R06R_A_MINFIRST_EPRODS: DERIVED - Wave 6 Adult Number of Minutes From Waking Up,r06r_a_minfirst_eprods,r06r_a_minfirst_eprods: derived - wave 6 adult number of minutes from waking up
R06R_A_DAYSLASTUSED_EPRODS,R06R_A_DAYSLASTUSED_EPRODS: DERIVED - Wave 6 Adult Number of Days Since Last Use,r06r_a_dayslastused_eprods,r06r_a_dayslastused_eprods: derived - wave 6 adult number of days since last use
R06R_A_DAYSQUIT_EPRODS,R06R_A_DAYSQUIT_EPRODS: DERIVED - Wave 6 Adult Number of Days Since Last Used an,r06r_a_daysquit_eprods,r06r_a_daysquit_eprods: derived - wave 6 adult number of days since last used an
R06R_A_NUMDAYS_EPRODS,R06R_A_NUMDAYS_EPRODS: DERIVED - Wave 6 Adult Past 30 Day E-Product Use Frequenc,r06r_a_numdays_eprods,r06r_a_numdays_eprods: derived - wave 6 adult past 30 day e-product use frequenc
R06R_A_BLUNTONLY,R06R_A_BLUNTONLY: DERIVED - Wave 6 Adult Blunt Only User of Any Cigar Type,r06r_a_bluntonly,r06r_a_bluntonly: derived - wave 6 adult blunt only user of any cigar type
R06R_A_CUR_BLUNTONLY,R06R_A_CUR_BLUNTONLY: DERIVED - Wave 6 Adult Current Blunt Only User of Any Ciga,r06r_a_cur_bluntonly,r06r_a_cur_bluntonly: derived - wave 6 adult current blunt only user of any ciga
R06R_A_FMR_BLUNTONLY,R06R_A_FMR_BLUNTONLY: DERIVED - Wave 6 Adult Former Blunt Only User,r06r_a_fmr_bluntonly,r06r_a_fmr_bluntonly: derived - wave 6 adult former blunt only user
R06R_A_CUR_BTRAD,R06R_A_CUR_BTRAD: DERIVED - Wave 6 Adult Current Traditional Cigar as Blunt Only,r06r_a_cur_btrad,r06r_a_cur_btrad: derived - wave 6 adult current traditional cigar as blunt only
R06R_A_NEW_BLUNTONLY,R06R_A_NEW_BLUNTONLY: DERIVED - Wave 6 Adult Never to Ever Blunt Only User,r06r_a_new_bluntonly,r06r_a_new_bluntonly: derived - wave 6 adult never to ever blunt only user
R06R_A_DAYSLASTUSED_BTRAD,R06R_A_DAYSLASTUSED_BTRAD: DERIVED - Wave 6 Adult Number of Days Since Last Smok,r06r_a_dayslastused_btrad,r06r_a_dayslastused_btrad: derived - wave 6 adult number of days since last smok
R06R_A_DAYSQUIT_BTRAD,R06R_A_DAYSQUIT_BTRAD: DERIVED - Wave 6 Adult Number of Days Since Last Smoked T,r06r_a_daysquit_btrad,r06r_a_daysquit_btrad: derived - wave 6 adult number of days since last smoked t
R06R_A_CUR_BRILLO,R06R_A_CUR_BRILLO: DERIVED - Wave 6 Adult Current Cigarillo as Blunt Only User,r06r_a_cur_brillo,r06r_a_cur_brillo: derived - wave 6 adult current cigarillo as blunt only user
R06R_A_DAYSLASTUSED_BRILLO,R06R_A_DAYSLASTUSED_BRILLO: DERIVED - Wave 6 Adult Number of Days Since Last Smo,r06r_a_dayslastused_brillo,r06r_a_dayslastused_brillo: derived - wave 6 adult number of days since last smo
R06R_A_DAYSQUIT_BRILLO,R06R_A_DAYSQUIT_BRILLO: DERIVED - Wave 6 Adult Number of Days Since Last Smoked,r06r_a_daysquit_brillo,r06r_a_daysquit_brillo: derived - wave 6 adult number of days since last smoked
R06R_A_CUR_BFILTR,R06R_A_CUR_BFILTR: DERIVED - Wave 6 Adult Current Filtered Cigar as Blunt Only U,r06r_a_cur_bfiltr,r06r_a_cur_bfiltr: derived - wave 6 adult current filtered cigar as blunt only u
R06R_A_DAYSLASTUSED_BFILTR,R06R_A_DAYSLASTUSED_BFILTR: DERIVED - Wave 6 Adult Number of Days Since Last Smo,r06r_a_dayslastused_bfiltr,r06r_a_dayslastused_bfiltr: derived - wave 6 adult number of days since last smo
R06R_A_DAYSQUIT_BFILTR,R06R_A_DAYSQUIT_BFILTR: DERIVED - Wave 6 Adult Number of Days Since Last Smoked,r06r_a_daysquit_bfiltr,r06r_a_daysquit_bfiltr: derived - wave 6 adult number of days since last smoked
R06R_A_EVR_GTRAD,R06R_A_EVR_GTRAD: DERIVED - Wave 6 Adult Ever Traditional Cigar Smoker,r06r_a_evr_gtrad,r06r_a_evr_gtrad: derived - wave 6 adult ever traditional cigar smoker
R06R_A_EVR_THRSH_GTRAD,R06R_A_EVR_THRSH_GTRAD: DERIVED - Wave 6 Adult Traditional Cigar Lifetime Thresh,r06r_a_evr_thrsh_gtrad,r06r_a_evr_thrsh_gtrad: derived - wave 6 adult traditional cigar lifetime thresh
R06R_A_CUR_ESTD_GTRAD,R06R_A_CUR_ESTD_GTRAD: DERIVED - Wave 6 Adult Current Established Traditional Ci,r06r_a_cur_estd_gtrad,r06r_a_cur_estd_gtrad: derived - wave 6 adult current established traditional ci
R06R_A_CUR_EDSD_GTRAD,R06R_A_CUR_EDSD_GTRAD: DERIVED - Wave 6 Adult Current Every Day/Some Day (Withou,r06r_a_cur_edsd_gtrad,r06r_a_cur_edsd_gtrad: derived - wave 6 adult current every day/some day (withou
R06R_A_EDY_GTRAD,R06R_A_EDY_GTRAD: DERIVED - Wave 6 Adult Current Every Day Traditional Cigar Smo,r06r_a_edy_gtrad,r06r_a_edy_gtrad: derived - wave 6 adult current every day traditional cigar smo
R06R_A_SDY_GTRAD,R06R_A_SDY_GTRAD: DERIVED - Wave 6 Adult Current Some Day Traditional Cigar Smok,r06r_a_sdy_gtrad,r06r_a_sdy_gtrad: derived - wave 6 adult current some day traditional cigar smok
R06R_A_P30D_GTRAD,R06R_A_P30D_GTRAD: DERIVED - Wave 6 Adult Past 30 Day Traditional Cigar Smoker,r06r_a_p30d_gtrad,r06r_a_p30d_gtrad: derived - wave 6 adult past 30 day traditional cigar smoker
R06R_A_P12M_GTRAD,R06R_A_P12M_GTRAD: DERIVED - Wave 6 Adult Past 12 Month Traditional Cigar Smoker,r06r_a_p12m_gtrad,r06r_a_p12m_gtrad: derived - wave 6 adult past 12 month traditional cigar smoker
R06R_A_NEW_GTRAD,R06R_A_NEW_GTRAD: DERIVED - Wave 6 Adult Never to Ever Traditional Cigar Smoker,r06r_a_new_gtrad,r06r_a_new_gtrad: derived - wave 6 adult never to ever traditional cigar smoker
R06R_A_CUR_EXPR_GTRAD,R06R_A_CUR_EXPR_GTRAD: DERIVED - Wave 6 Adult Current Experimental Traditional C,r06r_a_cur_expr_gtrad,r06r_a_cur_expr_gtrad: derived - wave 6 adult current experimental traditional c
R06R_A_FMR_ESTD_GTRAD,R06R_A_FMR_ESTD_GTRAD: DERIVED - Wave 6 Adult Former Established Traditional Cig,r06r_a_fmr_estd_gtrad,r06r_a_fmr_estd_gtrad: derived - wave 6 adult former established traditional cig
R06R_A_FMR_EXPR_GTRAD,R06R_A_FMR_EXPR_GTRAD: DERIVED - Wave 6 Adult Former Experimental Traditional Ci,r06r_a_fmr_expr_gtrad,r06r_a_fmr_expr_gtrad: derived - wave 6 adult former experimental traditional ci
R06R_A_DAYSBRAND_GTRAD,R06R_A_DAYSBRAND_GTRAD: DERIVED - Wave 6 Adult Number of Days Smoking Regular Br,r06r_a_daysbrand_gtrad,r06r_a_daysbrand_gtrad: derived - wave 6 adult number of days smoking regular br
R06R_A_MINFIRST_GTRAD,R06R_A_MINFIRST_GTRAD: DERIVED - Wave 6 Adult Number of Minutes from Waking Up t,r06r_a_minfirst_gtrad,r06r_a_minfirst_gtrad: derived - wave 6 adult number of minutes from waking up t
R06R_A_DAYSLASTUSED_GTRAD,R06R_A_DAYSLASTUSED_GTRAD: DERIVED - Wave 6 Adult Number of Days Since Last Smok,r06r_a_dayslastused_gtrad,r06r_a_dayslastused_gtrad: derived - wave 6 adult number of days since last smok
R06R_A_DAYSQUIT_GTRAD,R06R_A_DAYSQUIT_GTRAD: DERIVED - Wave 6 Adult Number of Days Since Last Smoked a,r06r_a_daysquit_gtrad,r06r_a_daysquit_gtrad: derived - wave 6 adult number of days since last smoked a
R06R_A_NUMDAYS_GTRAD,R06R_A_NUMDAYS_GTRAD: DERIVED - Wave 6 Adult Past 30 Day Traditional Cigar Smoki,r06r_a_numdays_gtrad,r06r_a_numdays_gtrad: derived - wave 6 adult past 30 day traditional cigar smoki
R06R_A_EVR_GRILLO,R06R_A_EVR_GRILLO: DERIVED - Wave 6 Adult Ever Cigarillo Smoker,r06r_a_evr_grillo,r06r_a_evr_grillo: derived - wave 6 adult ever cigarillo smoker
R06R_A_EVR_THRSH_GRILLO,R06R_A_EVR_THRSH_GRILLO: DERIVED - Wave 6 Adult Cigarillo Lifetime Threshold of,r06r_a_evr_thrsh_grillo,r06r_a_evr_thrsh_grillo: derived - wave 6 adult cigarillo lifetime threshold of
